"PUNTO DE INFORMACIÓN","MES","AÑO","PAIS DE PROCEDENCIA","CIUDAD DE PROCEDENCIA","CIUDAD DE DESTINO 1","CIUDAD DE DESTINO 2","CIUDAD DE DESTINO 3","CIUDAD DE DESTINO 4","CIUDAD DE DESTINO 5","SEXO","MOTIVO DEL VIAJE","TIEMPO DE PERMANENCIA EN DIAS","TIPO ALOJAMIENTO","TIPO TRANSPORTE","PRESUPUESTO","RESULTADO SATISFACCIÓN","CANTIDAD DE VIAJEROS"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Pasadía","Bus","0","0","3"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Medellín","NA","NA","NA","NA","NA","Femenino","Reseña histórica","1","Pasadía","Bus","0","0","2"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","4"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Medellín","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","4"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Ramiriquí","Ramiriquí","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","5"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Yopal","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","15","familiar","Bus","0","0","5"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","familiar","Bus","0","0","5"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Tunja","Tunja","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","familiar","Bus","0","0","4"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Tunja","Tunja","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","familiar","Bus","0","0","5"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","familiar","Bus","0","0","4"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Conocer","3","familiar","Bus","0","0","4"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Glamping","Bus","0","0","2"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Tunja","Tunja","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Pasadía","Bus","0","0","4"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Valledupar","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","15","Pasadía","Bus","0","0","3"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","15","Airbnb","Bus","0","0","5"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","1","Pasadía","Bus","0","0","40"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","7","familiar","Bus","0","0","5"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Barrancabermeja","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","3"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Sogamoso","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","familiar","Bus","0","0","2"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Pasadía","Bus","0","0","4"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","7","Hotel","Bus","0","0","3"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Pasadía","Bus","0","0","5"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Tunja","Tunja","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","familiar","Bus","0","0","5"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Tunja","Tunja","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","15","familiar","Bus","0","0","6"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Zipaquirá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","familiar","Bus","0","0","1"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","familiar","Bus","0","0","2"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Duitama","Duitama","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Pasadía","Bus","0","0","4"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Canada","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","familiar","Bus","0","0","5"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Pasadía","Bus","0","0","3"
"Monumento Pantano de Vargas","6","2,023","Colombiano","Puerto Gaitan","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Pasadía","Bus","0","0","5"
"Aquitania","7","2,023","Colombiano","Bucaramanga","NA","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","20"
"Aquitania","7","2,023","Colombiano","Cúcuta","NA","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","1","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","3"
"Aquitania","7","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","4"
"Aquitania","7","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","18"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Ramiriqui","Ramiriquí","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","5","familiar","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Duitama","Duitama","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","5","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","7"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Medellín","NA","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Funza","NA","NA","NA","NA","NA","Femenino","Turismo Cultural.","5","Apartamento arrendado","Bus","Entre $ 300.000 a $ 600.000 COP.","10","5"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Turismo Cultural.","3","familiar","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","3"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Turismo Cultural.","1","familiar","Motocicleta","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","5"
"Aquitania","7","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","4","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","7","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","4"
"Aquitania","7","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Iza","Tota","NA","Femenino","Turismo de Naturaleza.","5","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","3"
"Aquitania","7","2,023","Colombiano","Zipaquirá","Aquitania","Cuítiva","Iza","Sogamoso","Tota","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","7","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Villa de Leyva","NA","NA","Masculino","Turismo de Naturaleza.","1","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Aquitania","7","2,023","Colombiano","Medellín","Aquitania","Iza","Sogamoso","Tota","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Aquitania","7","2,023","Colombiano","Bogotá","Boavita","Duitama","Paipa","Santana","La Uvita","Masculino","Turismo de Naturaleza.","3","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","7","2,023","Colombiano","Bogotá","Paipa","Tunja","NA","NA","NA","Femenino","Turismo de Naturaleza.","4","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","7","2,023","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","4"
"Aquitania","7","2,023","Venezuela","NA","Duitama","Paipa","Sogamoso","NA","NA","Masculino","Turismo de Naturaleza.","2","Apartahotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","3"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Yopal","Paipa","Sogamoso","NA","NA","NA","Masculino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Yopal","Paipa","Tota","NA","NA","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Bus","hasta $ 300.000 COP.","8","2"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Los Patios","Paipa","NA","NA","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Zipaquirá","Aquitania","Cuítiva","Tota","Tibasosa","NA","Femenino","Turismo de Aventura.","1","Posada turística","Bus","más de $ 3.000.000 COP.","10","3"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Nobsa","Sogamoso","NA","NA","Femenino","Turismo de Naturaleza.","1","familiar","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","5"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Iza","Monguí","Nobsa","Tota","Masculino","Turismo Cultural.","5","Hotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","5"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Zipaquirá","Aquitania","Iza","Sogamoso","Tota","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Chía","Aquitania","Iza","Monguí","Nobsa","Pesca","Femenino","Turismo de Naturaleza.","4","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","3"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Firavitoba","Iza","Pesca","Tota","Femenino","Turismo de Naturaleza.","1","familiar","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Nobsa","NA","NA","NA","Masculino","Turismo de Naturaleza.","3","Apartamento arrendado","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","6"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Zipaquirá","Aquitania","Monguí","Sogamoso","NA","NA","Femenino","Turismo de Naturaleza.","3","familiar","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","5"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Cajicá","Aquitania","Iza","Tota","NA","NA","Femenino","Turismo de Naturaleza.","1","familiar","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","8","4"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bucaramanga","Aquitania","Iza","Monguí","Tota","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","5"
"Puente de Boyacá","7","2,023","Colombiano","Pereira","Duitama","Paipa","Sogamoso","NA","NA","Masculino","Turismo Cultural.","1","Pasadía","Vehículo propio.","hasta $ 300.000 COP.","9","2"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Femenino","Turismo Cultural.","4","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","30"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Duitama","Paipa","Ráquira","Villa De Leyva","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","8"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Boyacá","Paipa","NA","NA","NA","Masculino","Turismo Cultural.","1","Pasadía","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","5"
"Puente de Boyacá","7","2,023","Colombiano","Sogamoso","Paipa","NA","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","4"
"Puente de Boyacá","7","2,023","Colombiano","Apolo","Duitama","Paipa","Santa Rosa De Viterbo","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","8"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Firavitoba","Monguí","Paipa","Tibasosa","Tunja","Femenino","Turismo Cultural.","3","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","2"
"Puente de Boyacá","7","2,023","Colombiano","Monteria","Iza","Nobsa","Aquitania","NA","NA","Masculino","Turismo Cultural.","3","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","2"
"Puente de Boyacá","7","2,023","Colombiano","Villavicencio","Duitama","Paipa","Sogamoso","Tunja","NA","Femenino","Turismo Cultural.","3","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","2"
"Puente de Boyacá","7","2,023","Colombiano","Tocancipa","Paipa","Sogamoso","NA","NA","NA","Masculino","Turismo Cultural.","5","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","9","160"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Masculino","Turismo Cultural.","4","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","9","6"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Duitama","Paipa","NA","NA","NA","Femenino","Turismo Cultural.","4","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","6"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Duitama","Paipa","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","8","6"
"Puente de Boyacá","7","2,023","Colombiano","Cajicá","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","6"
"Puente de Boyacá","7","2,023","Colombiano","Medellin","Chiquinquirá","Paipa","Tunja","Villa De Leyva","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","8","4"
"Puente de Boyacá","7","2,023","Colombiano","Cali","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo Cultural.","3","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","4"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Femenino","Turismo Cultural.","4","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","9","52"
"Puente de Boyacá","7","2,023","Colombiano","Mosquera","Paipa","Tunja","NA","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","6"
"Puente de Boyacá","7","2,023","Colombiano","Cartagena","Monguí","NA","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","8","8"
"Puente de Boyacá","7","2,023","Colombiano","San Jose Del Guaviare","Ráquira","Sáchica","Sutamarchán","Villa De Leyva","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","4"
"Puente de Boyacá","7","2,023","Colombiano","San Jose De Guaviare","Ráquira","Villa de Leyva","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","6"
"Puente de Boyacá","7","2,023","Colombiano","Puerto Carreño","Villa de Leyva","NA","NA","NA","NA","Femenino","Turismo Cultural.","3","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","4"
"Puente de Boyacá","7","2,023","Colombiano","Medellin","Villa de Leyva","NA","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","2"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Villavicencio","Chiquinquirá","Villa de Leyva","NA","NA","NA","Femenino","Turismo de Naturaleza.","3","familiar","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","8","2,023","Colombiano","Bucaramanga","Duitama","Paipa","Tunja","NA","NA","Femenino","Turismo de Naturaleza.","1","Hotel","Bus","Entre $ 300.000 a $ 600.000 COP.","10","1"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Medellin","Paipa","Tunja","Villa de Leyva","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Monumento Pantano de Vargas","7","2,023","España","NA","Villa de Leyva","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","5","Apartamento arrendado","Bus","más de $ 3.000.000 COP.","8","3"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Barrancabermeja","Paipa","Tunja","NA","NA","NA","Femenino","Turismo Cultural.","4","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","6"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Cúcuta","Monguí","Tunja","NA","NA","NA","Femenino","Turismo Cultural.","5","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Saravena","Tunja","Villa de Leyva","NA","NA","NA","Femenino","Turismo de Naturaleza.","3","familiar","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","9","3"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Palmira","Villa de Leyva","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","5","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","3"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Puerto Carreño","Paipa","Villa de Leyva","NA","NA","NA","Femenino","Turismo de Aventura.","5","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Puerto Carreño","Paipa","Villa de Leyva","NA","NA","NA","Masculino","Turismo de Naturaleza.","3","familiar","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","3"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Fundación","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo Cultural.","3","familiar","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","5"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Granada","Monguí","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","5","familiar","Bus","Entre $ 600.000 a $ 1.000.000 COP.","9","4"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Barranquilla","Villa de Leyva","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","4","familiar","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Femenino","Turismo Cultural.","4","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","8","5"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Barranquilla","Duitama","Paipa","Villa de Leyva","NA","NA","Masculino","Turismo Cultural.","3","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Acacías","Paipa","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","5"
"Puente de Boyacá","7","2,023","Colombiano","Soledad","Duitama","Paipa","Ráquira","Sutamarchán","Tunja","Masculino","Turismo Cultural.","2","Familiar","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Puente de Boyacá","7","2,023","Colombiano","Villavicencio","Duitama","Paipa","Tunja","Villa De Leyva","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","5"
"Puente de Boyacá","7","2,023","Colombiano","Malaga","Duitama","Paipa","Sogamoso","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","6"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Aquitania","Paipa","Sogamoso","Tota","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","9"
"Puente de Boyacá","7","2,023","Colombiano","Manizales","Paipa","Ráquira","Sutamarchán","Villa De Leyva","NA","Masculino","Turismo Cultural.","2","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","9","54"
"Puente de Boyacá","7","2,023","Colombiano","La Cruz","Duitama","Nobsa","Paipa","Tunja","Villa De Leyva","Masculino","Turismo Cultural.","4","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","200"
"Puente de Boyacá","7","2,023","Colombiano","Bucaramanga","Duitama","Paipa","Tunja","NA","NA","Femenino","Turismo Cultural.","1","Pasadía","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","9","8"
"Puente de Boyacá","7","2,023","Colombiano","Villavicencio","Duitama","Paipa","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","4"
"Puente de Boyacá","7","2,023","Colombiano","Yopal","Boyacá","Duitama","Paipa","NA","NA","Masculino","Turismo Cultural.","4","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","9","58"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Duitama","Paipa","NA","NA","NA","Femenino","Turismo Cultural.","4","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","9","40"
"Puente de Boyacá","7","2,023","Colombiano","Bucaramanga","Nobsa","Ráquira","NA","NA","NA","Femenino","Turismo Cultural.","1","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","9","22"
"Puente de Boyacá","7","2,023","Colombiano","Bucaramanga","Duitama","Paipa","Tunja","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Bus","más de $ 3.000.000 COP.","10","58"
"Puente de Boyacá","7","2,023","Colombiano","Pereira","Paipa","Tunja","NA","NA","NA","Femenino","Turismo Cultural.","3","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","4"
"Puente de Boyacá","7","2,023","Colombiano","Cúcuta","Paipa","Tunja","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","6"
"Puente de Boyacá","7","2,023","Colombiano","Villavicencio","Paipa","Tunja","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","6"
"Puente de Boyacá","7","2,023","Colombiano","Pereira","Villa de Leyva","NA","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","4"
"Puente de Boyacá","7","2,023","Colombiano","Ibague","Ráquira","Sáchica","Samacá","Villa De Leyva","Ventaquemada","Masculino","Turismo Cultural.","3","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","4"
"Aquitania","7","2,023","Colombiano","Puerto Gaitán","Chiquinquirá","Villa de Leyva","Ventaquemada","NA","NA","Masculino","Turismo de Naturaleza.","3","Glamping","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","10","2,023","Colombiano","Villavicencio","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Pasadía","Bus","0","0","8"
"Aquitania","7","2,023","Colombiano","Medellín","Paipa","Chiquinquirá","Tota","Tunja","Villa De Leyva","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","7","2,023","Colombiano","Bogotá","Villa de Leyva","Tunja","Ventaquemada","NA","NA","Femenino","Turismo de Naturaleza.","3","Glamping","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Aquitania","7","2,023","Colombiano","Bogotá","Villa de Leyva","Ventaquemada","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Aquitania","7","2,023","Colombiano","Envigado","Monguí","Tunja","Villa de Leyva","NA","NA","Femenino","Turismo de Naturaleza.","2","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","7","2,023","Colombiano","Amagá","Villa de Leyva","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","2","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","7","2,023","Colombiano","Manizales","Tunja","Villa de Leyva","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","3"
"Aquitania","7","2,023","Colombiano","Fredonia","Paipa","Tunja","Villa de Leyva","Ráquira","Sáchica","Femenino","Turismo de Naturaleza.","2","Glamping","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
