"PUNTO DE INFORMACIÓN","MES","AÑO","PAIS DE PROCEDENCIA","CIUDAD DE PROCEDENCIA","CIUDAD DE DESTINO 1","CIUDAD DE DESTINO 2","CIUDAD DE DESTINO 3","CIUDAD DE DESTINO 4","CIUDAD DE DESTINO 5","SEXO","MOTIVO DEL VIAJE","TIEMPO DE PERMANENCIA EN DIAS","TIPO ALOJAMIENTO","TIPO TRANSPORTE","PRESUPUESTO","RESULTADO SATISFACCIÓN","CANTIDAD DE VIAJEROS"
"Aquitania","6","2,024","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Masculino","Turismo Cultural.","1","Pasadía","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","5"
"Aquitania","6","2,024","Colombiano","Yopal","Paipa","Sogamoso","NA","NA","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","9"
"Aquitania","6","2,024","Colombiano","Bucaramanga","Duitama","Paipa","NA","NA","NA","Femenino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","3"
"Aquitania","6","2,024","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Masculino","Turismo Cultural.","1","Pasadía","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","3"
"Aquitania","6","2,024","Colombiano","Medellín","Paipa","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 500.000 a $ 1.000.000 COP.","10","2"
"Aquitania","6","2,024","Colombiano","Madrid","Duitama","Sogamoso","Tunja","NA","NA","Masculino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Aquitania","6","2,024","Colombiano","Bogotá","Duitama","Monguí","Paipa","Villa De Leyva","NA","Femenino","Turismo de Naturaleza.","1","Pasadía","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","30"
"Aquitania","6","2,024","Colombiano","Zipaquirá","Duitama","Paipa","Sogamoso","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","2"
"Aquitania","6","2,024","Colombiano","Chaparral","Paipa","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","48"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","hasta $ 500.000 COP.","10","3"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Aquitania","Duitama","Tunja","Ráquira","Villa De Leyva","Masculino","Turismo de Naturaleza.","3","familiar","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","5"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Medellín","Aquitania","Iza","Monguí","Sogamoso","Tota","Femenino","Turismo Cultural.","2","Hotel","Bus","más de $ 5.000.000 COP.","8","8"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Aquitania","Nobsa","Paipa","Tibasosa","NA","Femenino","Turismo de Naturaleza.","3","Hotel","Motocicleta","Entre $ 500.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Soraca","Aquitania","Iza","Soracá","Tota","NA","Masculino","Turismo de Bienestar.","2","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","3"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Medellín","Aquitania","Monguí","Nobsa","Tibasosa","NA","Femenino","Turismo de Naturaleza.","2","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","9"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Aquitania","Iza","Monguí","Tota","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","9","6"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Aquitania","Cuítiva","Iza","Tota","NA","Masculino","Turismo de Aventura.","1","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Armenia","Aquitania","Duitama","Iza","Monguí","Paipa","Femenino","Turismo de Bienestar.","5","familiar","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","9","2"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Medellín","Aquitania","Duitama","Monguí","Nobsa","Sogamoso","Femenino","Turismo Cultural.","2","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","9","7"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Medellín","Aquitania","Iza","Monguí","Sogamoso","Tota","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Medellín","Aquitania","Iza","Monguí","Nobsa","Sogamoso","Masculino","Turismo de Bienestar.","2","Hotel","Vehículo propio.","hasta $ 500.000 COP.","10","1"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Aquitania","Iza","Monguí","Tibasosa","Tota","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","5"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Nobsa","Paipa","NA","NA","NA","Masculino","Turismo Cultural.","1","Posada turística","Bus","hasta $ 500.000 COP.","10","128"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Nobsa","Paipa","NA","NA","NA","Masculino","Turismo Cultural.","1","Camping.","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","7"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Masculino","Turismo de Bienestar.","5","Centro vacacional/Resort.","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","7"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Cucaita","Paipa","NA","NA","NA","Masculino","Turismo de Naturaleza.","5","familiar","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","5"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Masculino","Turismo Cultural.","1","Hotel","Vehículo propio.","hasta $ 500.000 COP.","10","4"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Paipa","Villa de Leyva","NA","NA","NA","Femenino","Turismo de Naturaleza.","4","familiar","Motocicleta","Entre $ 500.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Medellín","Boyacá","Paipa","NA","NA","NA","Masculino","Turismo de Bienestar.","3","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","9","2"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","4","familiar","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Villavicencio","Duitama","Paipa","NA","NA","NA","Femenino","Turismo de Naturaleza.","1","Hotel","Alquiler de vehículo.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","5","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","4"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Femenino","Turismo Cultural.","5","familiar","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Yopal","Paipa","NA","NA","NA","NA","Masculino","Turismo Cultural.","4","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","3"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Zipaquirá","Duitama","Paipa","Tibasosa","NA","NA","Femenino","Turismo de Bienestar.","5","familiar","Bus","Entre $ 500.000 a $ 1.000.000 COP.","10","4"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","3","familiar","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","1"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Boyacá","Paipa","NA","NA","NA","Masculino","Turismo Cultural.","3","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Femenino","Turismo Cultural.","4","familiar","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","6"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Palmira","Paipa","Villa de Leyva","Tunja","NA","NA","Masculino","Turismo de Aventura.","4","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","8"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bogotá","Paipa","Sogamoso","NA","NA","NA","Femenino","Turismo Cultural.","5","familiar","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","5"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Socorro","Paipa","NA","NA","NA","NA","Femenino","Turismo Cultural.","5","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bucaramanga","Duitama","Cerinza","Aquitania","Cuítiva","Firavitoba","Femenino","Turismo de Bienestar.","3","Hotel","Bus","Entre $ 500.000 a $ 1.000.000 COP.","10","40"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Maní","Duitama","Paipa","NA","NA","NA","Masculino","Turismo de Naturaleza.","4","Hotel","Bus","Entre $ 500.000 a $ 1.000.000 COP.","10","3"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Bucaramanga","Chiquinquirá","Paipa","NA","NA","NA","Masculino","Turismo de Naturaleza.","5","familiar","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","8"
"Monumento Pantano de Vargas","6","2,024","Colombiano","Ocaña","Duitama","Nobsa","Paipa","Sogamoso","NA","Femenino","Turismo de Naturaleza.","3","familiar","Bus","Entre $ 500.000 a $ 1.000.000 COP.","10","4"
"Aquitania","6","2,024","Colombiano","Bogotá","Duitama","Paipa","Tuta","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 3.000.000 a $ 5.000.000 COP.","10","4"
"Aquitania","6","2,024","Colombiano","Medellín","Paipa","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Aquitania","6","2,024","Colombiano","San Jose Del Guaviare","Chiquinquirá","Duitama","Moniquirá","Paipa","NA","Femenino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 3.000.000 a $ 5.000.000 COP.","10","5"
"Aquitania","6","2,024","Colombiano","Cúcuta","Paipa","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","3","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Aquitania","6","2,024","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","4"
"Aquitania","6","2,024","Colombiano","Bogotá","Duitama","Paipa","Tunja","Ráquira","Villa De Leyva","Femenino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","9","5"
"Aquitania","6","2,024","Colombiano","Medellin","Paipa","Samacá","Villa de Leyva","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","5"
"Aquitania","6","2,024","Colombiano","Saravena","Paipa","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","5"
"Aquitania","6","2,024","Colombiano","Medellín","Iza","Paipa","Tunja","Tota","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","8","4"
"Aquitania","6","2,024","Colombiano","Bello","Nobsa","Tibasosa","NA","NA","NA","Masculino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","3"
"Aquitania","6","2,024","Colombiano","Bogotá","Paipa","Tunja","NA","NA","NA","Femenino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Aquitania","6","2,024","Estados Unidos","NA","Paipa","Villa de Leyva","NA","NA","NA","Masculino","Turismo de Naturaleza.","3","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 3.000.000 a $ 5.000.000 COP.","10","6"
"Aquitania","6","2,024","Colombiano","San Jose Del Guaviare","Paipa","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Aquitania","6","2,024","Colombiano","Bogotá","Aquitania","Cuítiva","Duitama","Iza","Tota","Masculino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","3"
"Aquitania","6","2,024","Colombiano","Bogotá","Aquitania","Duitama","Iza","Monguí","Nobsa","Femenino","Turismo de Naturaleza.","3","Posada turística","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","7"
"Aquitania","6","2,024","Colombiano","Bogotá","Aquitania","Duitama","Firavitoba","Iza","Monguí","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 3.000.000 a $ 5.000.000 COP.","10","2"
"Aquitania","6","2,024","Colombiano","Bogotá","Aquitania","Duitama","Iza","Monguí","Nobsa","Masculino","Turismo de Naturaleza.","2","Hotel","Motocicleta","Entre $ 3.000.000 a $ 5.000.000 COP.","10","2"
"Aquitania","6","2,024","Colombiano","Bogotá","Aquitania","Cuítiva","Iza","Monguí","Tota","Femenino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","4"
"Aquitania","6","2,024","Colombiano","Bogotá","Aquitania","Cuítiva","Iza","Tibasosa","Tota","Femenino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","8","5"
"Aquitania","6","2,024","Colombiano","Bogotá","Aquitania","Iza","Monguí","Nobsa","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","4"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Tame","Belén","Cerinza","NA","NA","NA","Femenino","Turismo de Naturaleza.","2","Centro vacacional/Resort.","Vehículo propio.","Entre $ 3.000.000 a $ 5.000.000 COP.","10","6"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Bogotá","Duitama","Paipa","NA","NA","NA","Femenino","Turismo Cultural.","2","Casa de familiares o amigos.","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","4"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Florencia","Duitama","Paipa","NA","NA","NA","Masculino","Turismo de Naturaleza.","3","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","5"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Sogamoso","Paipa","Tibasosa","NA","NA","NA","Masculino","Turismo de Naturaleza.","1","Casa/Apartamento propio.","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Giron","Duitama","Paipa","Tibasosa","Tunja","Monguí","Masculino","Turismo de Naturaleza.","3","Casa de familiares o amigos.","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","6"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Bogotá","Arcabuco","Belén","Cerinza","Cómbita","Duitama","Femenino","Turismo de Naturaleza.","4","Casa de familiares o amigos.","Vehículo de amigos o familiares.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","8"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Suesca","Boyacá","Firavitoba","Paipa","NA","NA","Femenino","Turismo Cultural.","1","Posada turística","Vehículo de amigos o familiares.","hasta $ 500.000 COP.","10","4"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Bucaramanga","Aquitania","Belén","Berbeo","Betéitiva","Boyacá","Femenino","Turismo Cultural.","2","Hotel","Bus","Entre $ 500.000 a $ 1.000.000 COP.","10","40"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Barranquilla","Duitama","Paipa","Nobsa","Villa de Leyva","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","hasta $ 500.000 COP.","9","4"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Sogamoso","Iza","Paipa","Sogamoso","Tunja","NA","Femenino","Turismo de Naturaleza.","5","Casa de familiares o amigos.","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Bogotá","Duitama","NA","NA","NA","NA","Femenino","Turismo Cultural.","3","Casa/cabaña de vacaciones propia.","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Giron","Duitama","Paipa","NA","NA","NA","Femenino","Turismo de Bienestar.","3","Casa de familiares o amigos.","Motocicleta","Entre $ 500.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,024","Colombiano","San Gil","Paipa","Duitama","NA","NA","NA","Femenino","Turismo de Naturaleza.","3","Apartahotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","4"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Bogotá","Duitama","Paipa","NA","NA","NA","Masculino","Turismo de Naturaleza.","4","Hotel","Vehículo propio.","más de $ 5.000.000 COP.","10","7"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Bogotá","Duitama","Paipa","Nobsa","Tibasosa","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","3"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Pereira","Paipa","Villa de Leyva","NA","NA","NA","Masculino","Turismo de Naturaleza.","3","Casa de familiares o amigos.","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","5"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Mosquera","Paipa","NA","NA","NA","NA","Femenino","Turismo Cultural.","1","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","3"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Bogotá","Tibasosa","Nobsa","NA","NA","NA","Masculino","Turismo de Naturaleza.","3","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","9"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Sogamoso","Paipa","NA","NA","NA","NA","Femenino","Turismo de Bienestar.","2","Casa de familiares o amigos.","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Yopal","Duitama","Nobsa","NA","NA","NA","Femenino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","4"
"Lago de Tota","7","2,024","Colombiano","Bogotá","Aquitania","Cuítiva","Duitama","Firavitoba","Iza","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","5"
"Lago de Tota","7","2,024","Colombiano","Bogotá","Aquitania","Duitama","Monguí","Paipa","Sogamoso","Femenino","Turismo de Naturaleza.","2","Posada turística","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","7"
"Lago de Tota","7","2,024","Colombiano","Bogotá","Aquitania","Paipa","Tibasosa","NA","NA","Masculino","Turismo Cultural.","5","Hotel","Vehículo propio.","Entre $ 3.000.000 a $ 5.000.000 COP.","10","2"
"Lago de Tota","7","2,024","Colombiano","San Martín","Aquitania","Iza","Tota","NA","NA","Masculino","Turismo Cultural.","3","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Lago de Tota","7","2,024","Colombiano","Bogotá","Aquitania","Boyacá","NA","NA","NA","Femenino","Turismo de Naturaleza.","4","Hotel","Bus","hasta $ 500.000 COP.","10","2"
"Lago de Tota","7","2,024","Colombiano","Bogotá","Aquitania","Iza","Tota","NA","NA","Masculino","Turismo Cultural.","3","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","8","4"
"Lago de Tota","7","2,024","Colombiano","Bogotá","Aquitania","Iza","NA","NA","NA","Masculino","Turismo Cultural.","2","Apartahotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Lago de Tota","7","2,024","Colombiano","Pereira","Aquitania","Cuítiva","Sogamoso","Tota","NA","Femenino","Turismo de Naturaleza.","1","Hotel","Bus","Entre $ 500.000 a $ 1.000.000 COP.","10","2"
"Lago de Tota","7","2,024","Colombiano","Bucaramanga","Aquitania","Cuítiva","Duitama","Iza","Monguí","Femenino","Turismo de Naturaleza.","3","Casa/cabaña de vacaciones propia.","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","3"
"Lago de Tota","7","2,024","Colombiano","Cali","Aquitania","Duitama","Monguí","Nobsa","Ráquira","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Lago de Tota","7","2,024","Colombiano","Bogotá","Aquitania","Cuítiva","Duitama","Firavitoba","Iza","Femenino","Turismo de Naturaleza.","3","Hotel","Vehículo de amigos o familiares.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","5"
"Lago de Tota","7","2,024","Colombiano","Bogotá","Aquitania","Chinavita","Cuítiva","Duitama","Firavitoba","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","2"
"Lago de Tota","7","2,024","Extranjero","NA","Aquitania","Duitama","Firavitoba","Iza","Monguí","Masculino","Turismo de Naturaleza.","5","Hotel","Bus","Entre $ 3.000.000 a $ 5.000.000 COP.","10","1"
"Lago de Tota","7","2,024","Colombiano","Medellín","Aquitania","Cuítiva","Duitama","Tota","Tibasosa","Masculino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 3.000.000 a $ 5.000.000 COP.","10","2"
"Lago de Tota","7","2,024","Colombiano","Medellín","Aquitania","Cuítiva","Duitama","Firavitoba","Iza","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","9","2"
"Lago de Tota","7","2,024","Colombiano","Bucaramanga","Aquitania","Cuítiva","Iza","Monguí","Tota","Femenino","Turismo de Naturaleza.","2","Glamping","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","3"
"Lago de Tota","7","2,024","Colombiano","Bucaramanga","Aquitania","Cuítiva","Duitama","Iza","Monguí","Femenino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 3.000.000 a $ 5.000.000 COP.","10","3"
"Lago de Tota","7","2,024","Colombiano","Bogotá","Aquitania","Cuítiva","Iza","Monguí","Tota","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Lago de Tota","7","2,024","Colombiano","Cali","Aquitania","Duitama","Firavitoba","Paipa","Tibasosa","Femenino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 500.000 a $ 1.000.000 COP.","10","10"
"Lago de Tota","7","2,024","Extranjero","NA","Aquitania","Cuítiva","Duitama","Iza","Monguí","Masculino","Turismo Cultural.","2","Posada turística","Bus","Entre $ 500.000 a $ 1.000.000 COP.","10","2"
"Lago de Tota","7","2,024","Colombiano","Medellín","Aquitania","Cuítiva","Duitama","Iza","Monguí","Femenino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","35"
"Lago de Tota","7","2,024","Colombiano","Bogotá","Aquitania","Cuítiva","Duitama","Iza","Monguí","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","5"
"Lago de Tota","7","2,024","Colombiano","Bucaramanga","Aquitania","Duitama","Iza","Paipa","Santa Sofía","Masculino","Turismo Cultural.","2","Hotel","Bus","Entre $ 500.000 a $ 1.000.000 COP.","9","10"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Capitanejo","Chiquinquirá","Ráquira","Villa de Leyva","NA","NA","Masculino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","8"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Bucaramanga","Belén","Paipa","Soatá","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","1"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Bogota","Paipa","NA","NA","NA","NA","Femenino","Turismo de Bienestar.","1","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Bucaramanga","Paipa","Tunja","NA","NA","NA","Femenino","Turismo de Naturaleza.","5","Casa de familiares o amigos.","Motocicleta","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Tuta","Paipa","Tunja","NA","NA","NA","Femenino","Turismo de Naturaleza.","5","Casa de familiares o amigos.","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Amazonas","Belén","Duitama","Paipa","NA","NA","Masculino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","8","1"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Nunchia","Belén","Duitama","NA","NA","NA","Masculino","Turismo de Aventura.","5","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","3"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Tame","Belén","Sogamoso","Tunja","NA","NA","Femenino","Turismo de Naturaleza.","1","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","8","2"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Bogota","Paipa","Samacá","Ventaquemada","NA","NA","Masculino","Turismo de Naturaleza.","4","Casa de familiares o amigos.","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","2"
"Monumento Pantano de Vargas","7","2,024","Colombiano","Bogota","Paipa","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 500.000 a $ 1.000.000 COP.","10","10"
