PUNTO DE INFORMACIÓN,MES,AÑO,PAIS DE PROCEDENCIA,CIUDAD DE PROCEDENCIA,CIUDAD DE DESTINO 1,CIUDAD DE DESTINO 2,CIUDAD DE DESTINO 3,CIUDAD DE DESTINO 4,CIUDAD DE DESTINO 5,SEXO,MOTIVO DEL VIAJE,TIEMPO DE PERMANENCIA EN DIAS,TIPO ALOJAMIENTO,TIPO TRANSPORTE,PRESUPUESTO,RESULTADO SATISFACCIÓN,CANTIDAD DE VIAJEROS
Monumento Pantano de Vargas,7,"2,023",Colombiano,Cúcuta,,,,,,Masculino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,8.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Duitama,Duitama,,,,,Masculino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,5.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Duitama,Duitama,,,,,Femenino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,6.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Bogotá,,,,,,Femenino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,1.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Bogotá,,,,,,Femenino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,6.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Bogotá,,,,,,Femenino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,2.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Duitama,Duitama,,,,,Femenino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,4.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Bogotá,,,,,,Femenino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,5.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Tocancipa,,,,,,Femenino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,6.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Bucaramanga,,,,,,Masculino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,2.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Cali,,,,,,Femenino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,2.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Bogotá,,,,,,Femenino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,5.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Tunja,Tunja,,,,,Femenino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,3.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Sogamoso,,,,,,Femenino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,4.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Paipa,Paipa,,,,,Femenino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,4.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Sogamoso,,,,,,Femenino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,13.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Bogotá,,,,,,Femenino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,2.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Duitama,Duitama,,,,,Femenino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,4.0
Monumento Pantano de Vargas,7,"2,023",Colombiano,Duitama,Duitama,,,,,Femenino,Atractivos y productos turísticos,1.0,Pasadía,Bus,0,0,2.0
Aquitania,7,"2,023",Colombiano,Bogotá,,,,,,Femenino,Atractivos y productos turísticos,3.0,Hotel,Bus,0,0,2.0
Aquitania,7,"2,023",Colombiano,Tunja,Tunja,,,,,Masculino,Atractivos y productos turísticos,3.0,Hotel,Bus,0,0,2.0
Aquitania,7,"2,023",Colombiano,Nobsa,Nobsa,,,,,Masculino,Atractivos y productos turísticos,3.0,familiar,Marítimo,0,0,5.0
Aquitania,7,"2,023",Colombiano,Sogamoso,,,,,,Femenino,Atractivos y productos turísticos,7.0,Hotel,Bus,0,0,3.0
Aquitania,7,"2,023",Colombiano,Sogamoso,,,,,,Masculino,Atractivos y productos turísticos,3.0,Hotel,Bus,0,0,2.0
Aquitania,7,"2,023",Colombiano,Bogotá,,,,,,Femenino,Atractivos y productos turísticos,3.0,Hotel,Bus,0,0,3.0
Aquitania,7,"2,023",Colombiano,Sogamoso,,,,,,Femenino,Turismo local y departamental,7.0,Hotel,Bus,0,0,3.0
Aquitania,7,"2,023",Colombiano,Duitama,Duitama,,,,,Masculino,Atractivos y productos turísticos,7.0,Hotel,Bus,0,0,2.0
Aquitania,7,"2,023",Colombiano,Sogamoso,,,,,,Masculino,Atractivos y productos turísticos,7.0,familiar,Bus,0,0,2.0
Aquitania,7,"2,023",Colombiano,Tunja,Tunja,,,,,Femenino,Atractivos y productos turísticos,15.0,Hotel,Bus,0,0,2.0
Aquitania,7,"2,023",Colombiano,Socha,,,,,,Femenino,Atractivos y productos turísticos,1.0,Hotel,Bus,0,0,4.0
Aquitania,7,"2,023",Colombiano,Bogotá,,,,,,Femenino,Atractivos y productos turísticos,3.0,Hotel,Bus,0,0,5.0
Aquitania,7,"2,023",Colombiano,Paipa,Paipa,,,,,Femenino,Atractivos y productos turísticos,3.0,Hotel,Bus,0,0,5.0
Aquitania,7,"2,023",Colombiano,Bogotá,,,,,,Masculino,Atractivos y productos turísticos,3.0,Hotel,Bus,0,0,3.0
Puente de Boyacá,8,"2,023",Colombiano,Bogotá,,,,,,Femenino,Turismo Cultural.,1.0,Hotel,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,8,6.0
Puente de Boyacá,8,"2,023",Colombiano,Villavicencio,,,,,,Masculino,Turismo Cultural.,4.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,178.0
Puente de Boyacá,8,"2,023",Colombiano,Bogotá,,,,,,Masculino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,32.0
Puente de Boyacá,8,"2,023",Colombiano,Bogotá,,,,,,Femenino,Turismo Cultural.,1.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,9,5.0
Puente de Boyacá,8,"2,023",Colombiano,Medellín,,,,,,Masculino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,9,2.0
Puente de Boyacá,8,"2,023",Colombiano,Medellín,,,,,,Femenino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,8.0
Puente de Boyacá,8,"2,023",Colombiano,Bogotá,,,,,,Femenino,Turismo Cultural.,1.0,Pasadía,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,4,2.0
Puente de Boyacá,8,"2,023",Colombiano,Bogotá,,,,,,Femenino,Turismo Cultural.,1.0,Hotel,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,9,6.0
Puente de Boyacá,8,"2,023",Colombiano,Medellín,,,,,,Masculino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,5.0
Puente de Boyacá,8,"2,023",Colombiano,Bogotá,,,,,,Femenino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,9,5.0
Puente de Boyacá,8,"2,023",Colombiano,Bogotá,,,,,,Masculino,Turismo Cultural.,1.0,Pasadía,Vehículo propio.,hasta $ 300.000 COP.,10,32.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,San Gil,,,,,,Femenino,Turismo de Aventura.,2.0,familiar,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,12.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,San Gil,,,,,,Femenino,Turismo de Naturaleza.,3.0,familiar,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,4.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Santa Marta,Villa de Leyva,,,,,Masculino,Turismo Cultural.,4.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,5.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Villavicencio,Iza,Nobsa,Paipa,Ráquira,Sáchica,Masculino,Turismo de Bienestar.,5.0,familiar,Motocicleta,hasta $ 300.000 COP.,10,2.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Cali,Tunja,Villa de Leyva,,,,Femenino,Turismo de Naturaleza.,3.0,Casa/cabaña de vacaciones arrendada.,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,4.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Sincelejo,Tunja,Villa de Leyva,,,,Femenino,Turismo de Naturaleza.,2.0,familiar,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,1.0
Monumento Pantano de Vargas,8,"2,023",Argentina,,Tunja,Villa de Leyva,,,,Masculino,Turismo de Naturaleza.,1.0,familiar,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,2.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Barranquilla,Villa de Leyva,,,,,Femenino,Turismo de Naturaleza.,4.0,Casa/cabaña de vacaciones propia.,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,39.0
Monumento Pantano de Vargas,8,"2,023",Puerto Rico,,Villa de Leyva,,,,,Femenino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Monumento Pantano de Vargas,8,"2,023",Estados Unidos,,Tunja,,,,,Femenino,Turismo de Naturaleza.,2.0,Casa/cabaña de vacaciones arrendada.,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,3.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Tunja,Villa de Leyva,,,,Femenino,Turismo de Bienestar.,1.0,Hotel,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,4.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Barranquilla,Ventaquemada,Tunja,,,,Femenino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,5.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Sogamoso,Tunja,,,,,Masculino,Turismo de Bienestar.,2.0,Hotel,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,9,2.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Duitama,Paipa,,,,Masculino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,3.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Paipa,,,,,Femenino,Turismo de Naturaleza.,5.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Monguí,Paipa,Sogamoso,Tibasosa,,Femenino,Turismo Cultural.,2.0,Centro vacacional/Resort.,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,5.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Ibagué,Paipa,,,,,Masculino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,2.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Paipa,,,,,Masculino,Turismo de Naturaleza.,1.0,Hotel,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,2.0
Monumento Pantano de Vargas,8,"2,023",México,,Aquitania,Paipa,Tunja,,,Masculino,Turismo de Naturaleza.,5.0,Apartamento arrendado,Bus,Entre $ 300.000 a $ 600.000 COP.,9,6.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Villavicencio,Paipa,Tunja,,,,Femenino,Turismo de Naturaleza.,1.0,Hotel,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,4.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Tolemaida,Duitama,Sogamoso,Tibasosa,,,Masculino,Turismo de Naturaleza.,3.0,Posada turística,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,7.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Ibagué,Paipa,Tunja,,,,Masculino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,8,3.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Paipa,,,,,Femenino,Turismo de Naturaleza.,5.0,Hotel,Alquiler de vehículo.,más de $ 3.000.000 COP.,10,5.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Paipa,,,,,Femenino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,8,3.0
Aquitania,8,"2,023",Colombiano,Paz De Ariporo,Duitama,Paipa,,,,Femenino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,2.0
Aquitania,8,"2,023",Colombiano,Bogotá,Duitama,Nobsa,Paipa,,,Femenino,Turismo de Naturaleza.,3.0,Casa/cabaña de vacaciones arrendada.,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,5.0
Aquitania,8,"2,023",Colombiano,Cali,Duitama,Nobsa,Tibasosa,,,Femenino,Turismo de Naturaleza.,3.0,Hotel,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,3.0
Aquitania,8,"2,023",Colombiano,Bogotá,Duitama,Monguí,Paipa,,,Femenino,Turismo de Naturaleza.,3.0,Hotel,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,2.0
Aquitania,8,"2,023",Colombiano,Funza,Monguí,Nobsa,Paipa,Ráquira,Tibasosa,Masculino,Turismo de Naturaleza.,1.0,Hotel,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,9,7.0
Aquitania,8,"2,023",Colombiano,Medellin,Aquitania,Paipa,,,,Masculino,Turismo de Naturaleza.,4.0,Hotel,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,2.0
Aquitania,8,"2,023",Colombiano,Bogotá,Paipa,,,,,Femenino,Turismo de Naturaleza.,3.0,Hotel,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,5.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Paipa,Tunja,,,,Femenino,Turismo de Naturaleza.,3.0,Hotel,Alquiler de vehículo.,más de $ 3.000.000 COP.,9,2.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Medellín,Tibasosa,,,,,Masculino,Turismo de Naturaleza.,2.0,familiar,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,8.0
Aquitania,8,"2,023",Colombiano,Itagui,Aquitania,Paipa,Tibasosa,Villa De Leyva,,Femenino,Turismo Cultural.,5.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,9,4.0
Tunja,8,"2,023",México,,El Cocuy,Nobsa,Monguí,Paipa,Tibasosa,Femenino,Turismo de Naturaleza.,2.0,Posada turística,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Puente de Boyacá,8,"2,023",Colombiano,Bogotá,Garagoa,Guateque,La Capilla,Sutatenza,Tenza,Masculino,Turismo de Naturaleza.,1.0,familiar,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,4.0
Aquitania,8,"2,023",Colombiano,Bogotá,Aquitania,Iza,Monguí,Nobsa,,Femenino,Turismo de Naturaleza.,3.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,5.0
Aquitania,8,"2,023",Colombiano,Pasto,Aquitania,Iza,Nobsa,Sogamoso,Tota,Femenino,Turismo de Naturaleza.,3.0,Posada turística,Vehículo propio.,más de $ 3.000.000 COP.,9,4.0
Aquitania,8,"2,023",Francia,,Aquitania,Iza,,,,Femenino,Turismo de Naturaleza.,1.0,familiar,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,9,2.0
Aquitania,8,"2,023",Colombiano,Villavicencio,Aquitania,Cuítiva,Tota,,,Femenino,Turismo de Naturaleza.,1.0,familiar,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,2.0
Aquitania,8,"2,023",Colombiano,Bogotá,Aquitania,Monguí,Nobsa,Tibasosa,,Masculino,Turismo de Naturaleza.,1.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,9,3.0
Aquitania,8,"2,023",Colombiano,Bogotá,Aquitania,Iza,,,,Femenino,Turismo de Naturaleza.,3.0,Hotel,Vehículo propio.,más de $ 3.000.000 COP.,10,3.0
Aquitania,8,"2,023",Colombiano,Cartago,Aquitania,Monguí,Sogamoso,Tibasosa,Tota,Masculino,Turismo de Naturaleza.,1.0,familiar,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,9,2.0
Aquitania,8,"2,023",Colombiano,Vélez,Aquitania,Iza,Paipa,Sogamoso,Tota,Femenino,Turismo de Naturaleza.,5.0,familiar,Bus,más de $ 3.000.000 COP.,10,2.0
Aquitania,8,"2,023",Brasil,,Aquitania,Iza,Monguí,Tibasosa,,Femenino,Turismo de Naturaleza.,4.0,Hotel,Vehículo propio.,más de $ 3.000.000 COP.,10,7.0
Tunja,8,"2,023",Colombiano,Bogotá,Nobsa,Monguí,Tibasosa,,,Masculino,Turismo de Naturaleza.,1.0,familiar,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,9,4.0
Aquitania,8,"2,023",Colombiano,Cali,Aquitania,Iza,Monguí,Nobsa,Tibasosa,Masculino,Turismo de Naturaleza.,1.0,familiar,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,5.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Monguí,Nobsa,Tibasosa,Villa De Leyva,,Femenino,Turismo de Naturaleza.,1.0,Posada turística,Vehículo propio.,más de $ 3.000.000 COP.,10,7.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Nobsa,Tibasosa,,,,,Femenino,Turismo de Aventura.,5.0,Hotel,Bus,más de $ 3.000.000 COP.,9,5.0
Aquitania,8,"2,023",Colombiano,Bogotá,Aquitania,Iza,Nobsa,Ráquira,Tibasosa,Masculino,Turismo Cultural.,2.0,familiar,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,8,2.0
Aquitania,8,"2,023",Colombiano,Bogotá,Aquitania,Cuítiva,Monguí,Paipa,Tibasosa,Femenino,Turismo Cultural.,1.0,Pasadía,Vehículo propio.,hasta $ 300.000 COP.,10,3.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Tunja,Tibasosa,,,,,Femenino,Turismo de Naturaleza.,3.0,Hotel,Alquiler de vehículo.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,11.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Chiquinquirá,Tibasosa,,,,,Femenino,Turismo Cultural.,3.0,Hotel,Avión,Entre $ 600.000 a $ 1.000.000 COP.,10,4.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Tibasosa,,,,,Femenino,Turismo de Naturaleza.,1.0,Hotel,Bus,Entre $ 300.000 a $ 600.000 COP.,9,3.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Aquitania,Cuítiva,Iza,Nobsa,Monguí,Femenino,Turismo de Naturaleza.,1.0,Hotel,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,4.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Tibasosa,,,,,Masculino,Turismo de Bienestar.,3.0,familiar,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,4.0
Monumento Pantano de Vargas,8,"2,023",México,,Duitama,Tibasosa,Tunja,Villa De Leyva,Ráquira,Femenino,Turismo de Aventura.,2.0,Hotel,Motocicleta,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Medellin,Aquitania,Cuítiva,Iza,Monguí,Nobsa,Masculino,Turismo de Naturaleza.,4.0,familiar,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,2.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Jamundí,Tibasosa,,,,,Femenino,Turismo de Naturaleza.,3.0,familiar,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,2.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Tunja,Tibasosa,,,,,Masculino,Turismo Cultural.,2.0,Posada turística,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,9,12.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Iza,Paipa,Tibasosa,,,Femenino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,4.0
Monumento Pantano de Vargas,8,"2,023",Ecuador,,Monguí,Nobsa,Paipa,Ráquira,Tibasosa,Masculino,Turismo de Naturaleza.,1.0,Casa/cabaña de vacaciones arrendada.,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,9,2.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Duitama,Iza,Monguí,Nobsa,,Femenino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,4.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Tunja,Nobsa,Paipa,Tibasosa,,,Masculino,Turismo Cultural.,1.0,Hotel,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,9,4.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Barranquilla,Paipa,Iza,,,,Femenino,Turismo Cultural.,2.0,Finca agroturística/Alojamiento rural.,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,12.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Medellin,Paipa,Villa de Leyva,,,,Femenino,Turismo de Bienestar.,2.0,Centro vacacional/Resort.,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,9,3.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Monguí,Paipa,Sogamoso,,,Masculino,Turismo de Bienestar.,2.0,Casa/cabaña de vacaciones arrendada.,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,9.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bucaramanga,Duitama,Paipa,,,,Masculino,Turismo de Naturaleza.,2.0,Casa/cabaña de vacaciones arrendada.,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,6.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Duitama,Nobsa,Paipa,,,Femenino,Turismo Cultural.,5.0,familiar,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,6.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bucaramanga,Paipa,,,,,Masculino,Turismo de Naturaleza.,4.0,familiar,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Firavitoba,Paipa,,,,Femenino,Turismo de Bienestar.,2.0,Apartahotel,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,3.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Arauca,Duitama,Paipa,,,,Masculino,Turismo Cultural.,1.0,Pasadía,Bus,hasta $ 300.000 COP.,10,4.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Soacha,Paipa,,,,,Masculino,Turismo de Naturaleza.,4.0,Hotel,Alquiler de vehículo.,más de $ 3.000.000 COP.,10,2.0
Aquitania,8,"2,023",Colombiano,Bogotá,Cuítiva,Duitama,Iza,Monguí,Paipa,Masculino,Turismo Cultural.,1.0,Pasadía,Vehículo propio.,hasta $ 300.000 COP.,10,4.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Neiva,Duitama,Paipa,Villa de Leyva,,,Femenino,Turismo de Bienestar.,5.0,familiar,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,9,2.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Pamplona,Duitama,Chiquinquirá,Paipa,Sogamoso,Tunja,Masculino,Turismo de Aventura.,2.0,Finca agroturística/Alojamiento rural.,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,8,2.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Barrancabermeja,Duitama,Paipa,,,,Femenino,Turismo de Naturaleza.,1.0,Hotel,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,8,3.0
Monumento Pantano de Vargas,8,"2,023",Colombiano,Bogotá,Paipa,,,,,Femenino,Turismo de Naturaleza.,1.0,Posada turística,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,9,4.0
Puente de Boyacá,8,"2,023",Colombiano,Medellin,Paipa,Ráquira,Tunja,Villa De Leyva,,Femenino,Turismo Cultural.,1.0,Habitación rentada en vivienda familiar.,Vehículo propio.,hasta $ 300.000 COP.,10,4.0
Puente de Boyacá,8,"2,023",Colombiano,Bogotá,Paipa,,,,,Masculino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,9,8.0
Puente de Boyacá,8,"2,023",Colombiano,Bogotá,Duitama,Paipa,Tota,,,Masculino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,2.0
Puente de Boyacá,8,"2,023",Colombiano,Guamal,Firavitoba,Paipa,,,,Femenino,Turismo Cultural.,1.0,Hotel,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,9,8.0
Puente de Boyacá,8,"2,023",Colombiano,Soledad,Nobsa,Paipa,Sogamoso,,,Femenino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,9,4.0
Puente de Boyacá,8,"2,023",Colombiano,Bogotá,Duitama,Paipa,,,,Masculino,Turismo Cultural.,1.0,Familiar,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,9,2.0
Puente de Boyacá,8,"2,023",Colombiano,Duitama,Nobsa,,,,,Femenino,Turismo Cultural.,1.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,5.0
Puente de Boyacá,8,"2,023",Francia,,Aquitania,Cuítiva,Firavitoba,Iza,Monguí,Masculino,Turismo Cultural.,1.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,6.0
Puente de Boyacá,8,"2,023",Colombiano,Paipa,Iza,Monguí,Nobsa,,,Masculino,Turismo Cultural.,1.0,Pasadía,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,2.0
Puente de Boyacá,8,"2,023",Colombiano,Moniquira,Arcabuco,Chiquinquirá,,,,Femenino,Turismo Cultural.,1.0,Hotel,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,2.0
Aquitania,8,"2,023",Colombiano,San Gil,Arcabuco,Moniquirá,Ramiriquí,Saboyá,San José De Pare,Femenino,Turismo de Naturaleza.,4.0,Hotel,Bus,Entre $ 600.000 a $ 1.000.000 COP.,10,3.0
Aquitania,8,"2,023",Colombiano,Moniqura,Nobsa,Paipa,Tunja,Villa De Leyva,,Femenino,Turismo de Naturaleza.,3.0,Hotel,Bus,Entre $ 600.000 a $ 1.000.000 COP.,10,2.0
