PUNTO DE INFORMACIÓN,MES,AÑO,PAIS DE PROCEDENCIA,CIUDAD DE PROCEDENCIA,CIUDAD DE DESTINO 1,CIUDAD DE DESTINO 2,CIUDAD DE DESTINO 3,CIUDAD DE DESTINO 4,CIUDAD DE DESTINO 5,SEXO,MOTIVO DEL VIAJE,TIEMPO DE PERMANENCIA EN DIAS,TIPO ALOJAMIENTO,TIPO TRANSPORTE,PRESUPUESTO,RESULTADO SATISFACCIÓN,CANTIDAD DE VIAJEROS
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,,,,,,Masculino,Turismo de Naturaleza.,3.0,familiar,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,5.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,,,,,,Masculino,Turismo Cultural.,2.0,Posada turística,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,8.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,,,,,,Masculino,Turismo de Naturaleza.,4.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,9,33.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,,,,,,Femenino,Turismo de Naturaleza.,2.0,familiar,Avión,Entre $ 500.000 a $ 1.000.000 COP.,10,30.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,,,,,,Masculino,Turismo de Bienestar.,2.0,familiar,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,2.0
Monumento Pantano de Vargas,5,"2,024",Panamá,,,,,,,Femenino,Turismo de Naturaleza.,1.0,familiar,Bus,Entre $ 500.000 a $ 1.000.000 COP.,10,1.0
Monumento Pantano de Vargas,5,"2,024",Venezuela,,,,,,,Masculino,Turismo Cultural.,2.0,Hostal,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,3.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,,,,,,Femenino,Turismo Cultural.,1.0,Hotel,Bus,hasta $ 500.000 COP.,10,1.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,,,,,,Masculino,Turismo de Aventura.,5.0,familiar,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,6.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Medellín,,,,,,Femenino,Turismo de Naturaleza.,5.0,familiar,Vehículo propio.,hasta $ 500.000 COP.,10,1.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Pereira,,,,,,Femenino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 3.000.000 a $ 5.000.000 COP.,10,5.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Duitama,Iza,Paipa,Tota,Tunja,Femenino,Turismo Cultural.,2.0,Hotel,Bus,Entre $ 500.000 a $ 1.000.000 COP.,10,5.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Barbosa,Duitama,Paipa,Tunja,,,Femenino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,5.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Aguazul,Paipa,Sogamoso,,,,Femenino,Turismo Cultural.,1.0,familiar,Vehículo propio.,hasta $ 500.000 COP.,10,1.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Duitama,Paipa,Tibasosa,,,Femenino,Turismo de Naturaleza.,3.0,familiar,Bus,Entre $ 500.000 a $ 1.000.000 COP.,10,2.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Aquitania,Monguí,Paipa,Ventaquemada,,Masculino,Turismo de Bienestar.,4.0,familiar,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,4.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Paipa,Villa de Leyva,,,,Masculino,Turismo Cultural.,5.0,Hotel,Bus,Entre $ 500.000 a $ 1.000.000 COP.,10,2.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Duitama,Paipa,,,,Femenino,Turismo Cultural.,4.0,familiar,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,2.0
Tunja,5,"2,024",Colombiano,Pasto,Paipa,Tunja,,,,Femenino,Turismo Cultural.,4.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,5.0
Tunja,5,"2,024",Colombiano,Tabio,Paipa,Tibasosa,,,,Masculino,Turismo Cultural.,5.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Tunja,5,"2,024",Colombiano,Bogotá,Paipa,,,,,Femenino,Turismo Cultural.,2.0,Hotel,Bus,Entre $ 500.000 a $ 1.000.000 COP.,10,12.0
Tunja,5,"2,024",Colombiano,Popayán,Duitama,Moniquirá,Paipa,,,Femenino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,5.0
Tunja,5,"2,024",Colombiano,Valledupar,Paipa,Tunja,,,,Femenino,Turismo Cultural.,1.0,Pasadía,Vehículo propio.,hasta $ 500.000 COP.,10,
Tunja,5,"2,024",Colombiano,Bogotá,Duitama,Nobsa,Paipa,Tuta,,Femenino,Turismo de Naturaleza.,4.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,5.0
Tunja,5,"2,024",Colombiano,San Vicente,Paipa,Soracá,Villa de Leyva,,,Femenino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,4.0
Tunja,5,"2,024",Colombiano,Soacha,Nobsa,Paipa,,,,Masculino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,6.0
Tunja,5,"2,024",Colombiano,Bogotá,Duitama,Monguí,Tibasosa,,,Femenino,Turismo Cultural.,1.0,Pasadía,Vehículo propio.,hasta $ 500.000 COP.,10,2.0
Tunja,5,"2,024",Colombiano,Bogotá,Duitama,Paipa,Sogamoso,,,Femenino,Turismo Cultural.,1.0,Pasadía,Vehículo propio.,hasta $ 500.000 COP.,9,4.0
Tunja,5,"2,024",Colombiano,Bogotá,Paipa,,,,,Masculino,Turismo Cultural.,1.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,2.0
Tunja,5,"2,024",Colombiano,Cali,Duitama,Paipa,Sogamoso,Villa De Leyva,,Masculino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 3.000.000 a $ 5.000.000 COP.,10,12.0
Tunja,5,"2,024",Colombiano,Bucaramanga,Firavitoba,Iza,Monguí,Paipa,,Masculino,Turismo Cultural.,3.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,38.0
Tunja,5,"2,024",Colombiano,Villavicencio,Paipa,Sogamoso,Tunja,,,Femenino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,5.0
Tunja,5,"2,024",Colombiano,Cúcuta,Tunja,,,,,Femenino,Turismo Cultural.,3.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,68.0
Tunja,5,"2,024",Colombiano,Puerto Boyacá,Tunja,,,,,Masculino,Turismo Cultural.,2.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Aquitania,5,"2,024",Colombiano,Bogotá,Paipa,Tunja,,,,Masculino,Turismo de Naturaleza.,5.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Aquitania,5,"2,024",Colombiano,Cali,Tunja,,,,,Masculino,Turismo de Naturaleza.,3.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,6.0
Aquitania,5,"2,024",Colombiano,Manizales,Duitama,Paipa,Tota,Tunja,,Femenino,Turismo de Naturaleza.,3.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,1.0
Aquitania,5,"2,024",Colombiano,Bucaramanga,Moniquirá,Tunja,,,,Masculino,Turismo de Naturaleza.,2.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,10.0
Aquitania,5,"2,024",Colombiano,Villavicencio,Paipa,Tunja,,,,Masculino,Turismo de Naturaleza.,2.0,Hotel,Alquiler de vehículo.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Aquitania,5,"2,024",Colombiano,Cúcuta,Tunja,,,,,Masculino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Aquitania,5,"2,024",Colombiano,Bogotá,Tunja,,,,,Masculino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,4.0
Aquitania,5,"2,024",Colombiano,Yopal,Sogamoso,Tunja,,,,Masculino,Turismo de Naturaleza.,3.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,4.0
Aquitania,5,"2,024",Estados Unidos,,Ráquira,Tunja,Villa de Leyva,,,Femenino,Turismo de Naturaleza.,3.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,3.0
Aquitania,5,"2,024",Colombiano,Ibagué,Paipa,Tota,Tunja,Villa De Leyva,,Femenino,Turismo de Naturaleza.,5.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,1.0
Aquitania,5,"2,024",Colombiano,Bogotá,Duitama,Paipa,Tunja,,,Femenino,Turismo de Naturaleza.,4.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,12.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Medellin,Paipa,Tota,Tunja,Villa De Leyva,,Masculino,Turismo Cultural.,3.0,Hotel,Bus,hasta $ 500.000 COP.,10,8.0
Monumento Pantano de Vargas,5,"2,024",Rusia,,Tunja,Villa de Leyva,,,,Masculino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 3.000.000 a $ 5.000.000 COP.,10,11.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Aquitania,Duitama,Iza,Nobsa,Paipa,Masculino,Turismo Cultural.,3.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,5.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Medellín,Aquitania,Iza,Monguí,Nobsa,Tibasosa,Femenino,Turismo de Aventura.,5.0,familiar,Motocicleta,Entre $ 500.000 a $ 1.000.000 COP.,10,6.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Medellín,Aquitania,Firavitoba,Iza,Monguí,Nobsa,Femenino,Turismo Cultural.,5.0,familiar,Bus,Entre $ 500.000 a $ 1.000.000 COP.,10,2.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Medellín,Aquitania,Duitama,Iza,Monguí,Paipa,Femenino,Turismo Cultural.,3.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,5.0
Monumento Pantano de Vargas,5,"2,024",España,,Aquitania,Duitama,Iza,Monguí,Paipa,Masculino,Turismo Cultural.,2.0,Hotel,Motocicleta,Entre $ 500.000 a $ 1.000.000 COP.,10,2.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Armenia,Aquitania,Monguí,Nobsa,Tibasosa,Villa De Leyva,Femenino,Turismo Cultural.,4.0,familiar,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,5.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Medellín,Aquitania,Duitama,Monguí,Paipa,,Femenino,Turismo de Naturaleza.,3.0,Casa/cabaña de vacaciones propia.,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,4.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Aquitania,Duitama,Iza,Paipa,,Masculino,Turismo Cultural.,1.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,7,4.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Aquitania,Iza,Monguí,Villa De Leyva,,Femenino,Turismo de Naturaleza.,1.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,4.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Medellín,Aquitania,Monguí,Nobsa,Paipa,,Femenino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Aquitania,Iza,Monguí,Paipa,Sogamoso,Masculino,Turismo de Naturaleza.,2.0,familiar,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,4.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bucaramanga,Nobsa,Paipa,,,,Femenino,Turismo de Naturaleza.,2.0,familiar,Vehículo propio.,hasta $ 500.000 COP.,10,10.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Chaparral,Nobsa,Paipa,Ráquira,,,Masculino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,2.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Neiva,Duitama,Paipa,Ráquira,Villa De Leyva,,Femenino,Turismo de Naturaleza.,5.0,Hotel,Vehículo propio.,más de $ 5.000.000 COP.,10,7.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Arauca,Duitama,Paipa,,,,Femenino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,3.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Paipa,Duitama,Paipa,Tunja,,,Masculino,Turismo Cultural.,3.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,3.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Cúcuta,Duitama,Paipa,,,,Masculino,Turismo de Naturaleza.,1.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,6.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Duitama,Paipa,Ráquira,Villa De Leyva,,Femenino,Turismo de Aventura.,3.0,familiar,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,5.0
Aquitania,5,"2,024",Colombiano,Yopal,Paipa,Sogamoso,,,,Masculino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,1.0
Aquitania,5,"2,024",Colombiano,Bogotá,Paipa,Sogamoso,,,,Masculino,Turismo de Naturaleza.,2.0,Hotel,Alquiler de vehículo.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,4.0
Aquitania,5,"2,024",Colombiano,Bogotá,Paipa,,,,,Masculino,Turismo de Naturaleza.,2.0,Casa/cabaña de vacaciones propia.,Alquiler de vehículo.,más de $ 5.000.000 COP.,10,6.0
Aquitania,5,"2,024",Colombiano,Bogotá,Paipa,,,,,Masculino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,5.0
Aquitania,5,"2,024",Colombiano,Barrancabermeja,Paipa,Tota,,,,Masculino,Turismo de Naturaleza.,1.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,6.0
Aquitania,5,"2,024",Colombiano,Manizales,Duitama,Paipa,,,,Masculino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,4.0
Aquitania,5,"2,024",Colombiano,Manizales,Chiquinquirá,Paipa,Villa de Leyva,,,Masculino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,2.0
Aquitania,5,"2,024",Colombiano,Bogotá,Paipa,,,,,Femenino,Turismo de Naturaleza.,2.0,Casa/cabaña de vacaciones arrendada.,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,4.0
Aquitania,5,"2,024",Colombiano,Bogotá,Duitama,Paipa,Sogamoso,,,Masculino,Turismo de Naturaleza.,2.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,5.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Villavicencio,Duitama,Paipa,Sáchica,Tunja,Villa De Leyva,Femenino,Turismo Cultural.,2.0,Finca agroturística/Alojamiento rural.,Bus,hasta $ 500.000 COP.,9,2.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Villavicencio,Duitama,Iza,Monguí,Nobsa,Paipa,Masculino,Turismo de Bienestar.,2.0,Hotel,Vehículo propio.,hasta $ 500.000 COP.,10,2.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Paipa,,,,,Femenino,Turismo Cultural.,2.0,familiar,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,4.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Girón,Duitama,Paipa,Tibasosa,,,Masculino,Turismo Cultural.,1.0,Apartahotel,Vehículo propio.,hasta $ 500.000 COP.,10,5.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Aquitania,Iza,Paipa,Tota,Villa De Leyva,Masculino,Turismo de Naturaleza.,3.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,3.0
Monumento Pantano de Vargas,5,"2,024",Estados Unidos,,Aquitania,Duitama,Iza,Sogamoso,Paipa,Masculino,Turismo de Naturaleza.,1.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Monumento Pantano de Vargas,5,"2,024",Argentina,,Aquitania,Duitama,Monguí,Paipa,,Masculino,Turismo de Aventura.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,4.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Aquitania,Cuítiva,Iza,Paipa,Sogamoso,Femenino,Turismo Cultural.,3.0,Posada turística,Bus,Entre $ 500.000 a $ 1.000.000 COP.,10,4.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Aquitania,Cuítiva,Iza,Tibasosa,Tota,Femenino,Turismo de Aventura.,2.0,Casa/cabaña de vacaciones arrendada.,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,10.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Aquitania,Monguí,Nobsa,,,Femenino,Turismo Cultural.,1.0,Casa/cabaña de vacaciones arrendada.,Vehículo propio.,hasta $ 500.000 COP.,10,6.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Cali,Aquitania,Iza,Tibasosa,,,Femenino,Turismo de Aventura.,1.0,Casa/cabaña de vacaciones arrendada.,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,2.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Medellín,Aquitania,Iza,Nobsa,Paipa,Tibasosa,Masculino,Turismo de Bienestar.,5.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,3.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Aquitania,Cuítiva,Iza,Monguí,Tota,Femenino,Turismo de Aventura.,5.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,5.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Paipa,,,,,Femenino,Turismo Cultural.,5.0,familiar,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,4.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Paipa,,,,,Masculino,Turismo Cultural.,5.0,familiar,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,6.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Paipa,,,,,Masculino,Turismo de Bienestar.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,3.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Paipa,,,,,Femenino,Turismo Cultural.,3.0,familiar,Bus,Entre $ 500.000 a $ 1.000.000 COP.,10,1.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Ibague,Paipa,,,,,Femenino,Turismo de Bienestar.,1.0,Hotel,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,5.0
Monumento Pantano de Vargas,5,"2,024",Colombiano,Bogotá,Paipa,,,,,Femenino,Turismo de Naturaleza.,2.0,Centro vacacional/Resort.,Vehículo propio.,Entre $ 500.000 a $ 1.000.000 COP.,10,2.0
Tunja,6,"2,024",Colombiano,Bogotá,Duitama,Paipa,Sogamoso,Villa De Leyva,,Masculino,Turismo Cultural.,3.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Tunja,6,"2,024",Colombiano,Pereira,Duitama,Iza,Paipa,Sogamoso,,Masculino,Turismo Cultural.,4.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,1.0
Tunja,6,"2,024",Colombiano,Bogotá,Paipa,,,,,Femenino,Turismo Cultural.,2.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Tunja,6,"2,024",Colombiano,Bogotá,Duitama,Paipa,,,,Masculino,Turismo Cultural.,1.0,Pasadía,Vehículo propio.,hasta $ 300.000 COP.,10,4.0
Tunja,6,"2,024",Colombiano,Bogotá,Duitama,Paipa,,,,Femenino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 300.000 a $ 600.000 COP.,10,2.0
Tunja,6,"2,024",Colombiano,Chinácota,Paipa,Tunja,Villa de Leyva,,,Masculino,Turismo Cultural.,4.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,38.0
Tunja,6,"2,024",Colombiano,Bello,Belén,Duitama,Paipa,,,Femenino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,4.0
Tunja,6,"2,024",Colombiano,Ibagué,Paipa,Ráquira,Tunja,Villa De Leyva,,Femenino,Turismo Cultural.,2.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,22.0
Tunja,6,"2,024",Colombiano,Medellín,Duitama,Paipa,Corrales,Nobsa,,Masculino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 600.000 a $ 1.000.000 COP.,10,8.0
Tunja,6,"2,024",Colombiano,Soacha,Duitama,Paipa,Villa de Leyva,,,Masculino,Turismo Cultural.,2.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Tunja,6,"2,024",Colombiano,Sabaneta,Paipa,Villa de Leyva,,,,Femenino,Turismo Cultural.,4.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,12.0
Tunja,6,"2,024",Colombiano,Mosquera,Duitama,Paipa,,,,Femenino,Turismo Cultural.,3.0,Casa/cabaña de vacaciones arrendada.,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Tunja,6,"2,024",Colombiano,Bogotá,Paipa,,,,,Femenino,Turismo Cultural.,4.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,32.0
Tunja,6,"2,024",Estados Unidos,,Tunja,Villa de Leyva,,,,Masculino,Turismo Cultural.,4.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,32.0
Tunja,6,"2,024",China,,Tunja,Villa de Leyva,,,,Femenino,Turismo Cultural.,3.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,35.0
Tunja,6,"2,024",Costa Rica,,Tunja,Villa de Leyva,,,,Femenino,Turismo Cultural.,4.0,Familiar,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,2.0
Tunja,6,"2,024",Colombiano,Bogotá,Tunja,,,,,Masculino,Turismo Cultural.,3.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,30.0
Tunja,6,"2,024",Colombiano,Medellín,Tunja,Villa de Leyva,,,,Masculino,Turismo Cultural.,3.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,35.0
Tunja,6,"2,024",Colombiano,Medell´´In,Duitama,Paipa,Tota,Tunja,,Masculino,Turismo Cultural.,5.0,Hotel,Bus,Entre $ 1.000.000 a $ 3.000.000 COP.,10,35.0
Tunja,6,"2,024",Colombiano,Monteria,Ráquira,Tunja,Villa de Leyva,,,Femenino,Turismo Cultural.,4.0,Hotel,Vehículo propio.,Entre $ 1.000.000 a $ 3.000.000 COP.,10,8.0
Aquitania,6,"2,024",Colombiano,Barranquilla,Monguí,Tunja,,,,Femenino,"Vacaciones, Recreo y Ocio",3.0,Hotel,Bus,0,0,2.0
Aquitania,6,"2,024",Colombiano,Ibague,Aquitania,Paipa,Sogamoso,Tunja,,Masculino,"Vacaciones, Recreo y Ocio",3.0,Hotel,Bus,0,0,4.0
Aquitania,6,"2,024",Colombiano,Manizales,Villa de Leyva,Tunja,,,,Femenino,"Vacaciones, Recreo y Ocio",1.0,Hotel,Bus,0,0,5.0
Aquitania,6,"2,024",Colombiano,Manizales,Paipa,Chiquinquirá,Tunja,Villa De Leyva,Duitama,Masculino,"Vacaciones, Recreo y Ocio",3.0,familiar,Bus,0,0,2.0
Monumento Pantano de Vargas,6,"2,024",Rusia,,Duitama,Tunja,Villa de Leyva,,,Femenino,"Vacaciones, Recreo y Ocio",1.0,Pasadía,Bus,0,0,220.0
Monumento Pantano de Vargas,6,"2,024",Colombiano,Santafe De Antioquia,Paipa,Tunja,Tota,,,Femenino,"Vacaciones, Recreo y Ocio",1.0,Pasadía,Automovil,0,0,2.0
Monumento Pantano de Vargas,6,"2,024",Colombiano,Sopetran,Duitama,Paipa,Tunja,,,Masculino,"Vacaciones, Recreo y Ocio",1.0,Pasadía,Automovil,0,0,6.0
Monumento Pantano de Vargas,6,"2,024",Colombiano,Alejandría Antioquia,Tunja,Villa de Leyva,,,,Femenino,"Vacaciones, Recreo y Ocio",1.0,Pasadía,Automovil,0,0,4.0
Monumento Pantano de Vargas,6,"2,024",España,,Tunja,Villa de Leyva,,,,Femenino,"Vacaciones, Recreo y Ocio",1.0,Pasadía,Automovil,0,0,4.0
Monumento Pantano de Vargas,6,"2,024",Colombiano,Medellin,Tunja,Villa de Leyva,,,,Femenino,Salud y Atención Médica,1.0,Pasadía,Automovil,0,0,3.0
Monumento Pantano de Vargas,6,"2,024",Colombiano,Sabaneta,Tunja,Ventaquemada,,,,Femenino,"Vacaciones, Recreo y Ocio",1.0,Pasadía,Automovil,0,0,4.0
Monumento Pantano de Vargas,6,"2,024",España,,Tunja,Villa de Leyva,,,,Masculino,Visitas Familiares y Amigos,1.0,Pasadía,Automovil,0,0,4.0
Monumento Pantano de Vargas,6,"2,024",Colombiano,Salamina,Nobsa,Paipa,Tota,Tunja,Villa De Leyva,Femenino,"Vacaciones, Recreo y Ocio",1.0,Pasadía,Automovil,0,0,4.0
Monumento Pantano de Vargas,6,"2,024",Colombiano,Cali,,,,,,Femenino,"Vacaciones, Recreo y Ocio",1.0,Pasadía,Automovil,0,0,4.0
Monumento Pantano de Vargas,6,"2,024",Colombiano,Medellín,,,,,,Masculino,"Vacaciones, Recreo y Ocio",1.0,Pasadía,Automovil,0,0,3.0
Monumento Pantano de Vargas,6,"2,024",Colombiano,Bogotá,,,,,,Femenino,"Vacaciones, Recreo y Ocio",1.0,Pasadía,Automovil,0,0,7.0
